date,SVIX_1,SVIX_2,SVIX_3,SVIX_6,SVIX_12
1996-03-11,0.034510683,0.026574331,0.025741882,0.023970088,0.021505823
1996-03-12,0.033099569,0.026299208,0.025978599,0.023782266,0.021395739
1996-03-13,0.031398714,0.025979321,0.026079167,0.023885126,0.02166376
1996-03-14,0.026741891,0.02365312,0.023873421,0.023138371,0.021648501
1996-03-15,0.025221152,0.022153272,0.022757622,0.022550467,0.021353134
1996-03-18,0.026363085,0.023029055,0.022125048,0.021367475,0.013844681
1996-03-19,0.03058093,0.025197917,0.024532453,0.022515196,0.01540032
1996-03-20,0.030878275,0.026316306,0.026245116,0.024151019,0.018327465
1996-03-21,0.028013652,0.025943034,0.025236938,0.023802346,0.018102518
1996-03-22,0.025685767,0.023804102,0.024041758,0.022575628,0.015454275
1996-03-25,0.027674904,0.025220034,0.024529382,0.022719285,0.015245007
1996-03-26,0.027592853,0.025364278,0.024958404,0.022930373,0.015227946
1996-03-27,0.028628858,0.026177008,0.025887764,0.02469019,0.01778592
1996-03-28,0.028091886,0.026393089,0.025942317,0.024801613,0.018175932
1996-03-29,0.029532516,0.027369304,0.026778762,0.025478814,0.01819038
1996-04-01,0.027299614,0.026312883,0.025455447,0.023605265,0.015998432
1996-04-02,0.022889011,0.024181264,0.024560255,0.023125573,0.015828133
1996-04-03,0.023055286,0.023712309,0.023557169,0.022280472,0.015635112
1996-04-04,0.023071351,0.023311723,0.023224196,0.022327071,0.015657374
1996-04-08,0.029005209,0.028200796,0.027192546,0.025102066,0.018630177
1996-04-09,0.02606614,0.025535491,0.0249485,0.023872292,0.018512766
1996-04-10,0.035725225,0.032402609,0.029899542,0.026202333,0.01839613
1996-04-11,0.03443439,0.031606525,0.029564643,0.026771359,0.018534655
1996-04-12,0.026397093,0.027173314,0.026933439,0.025761314,0.01862665
1996-04-15,0.024430871,0.025631134,0.02538069,0.02453266,0.018939051
1996-04-16,0.023407464,0.023868805,0.023836432,0.023629234,0.018752852
1996-04-17,0.025146295,0.024977384,0.024332259,0.023581746,0.018713414
1996-04-18,0.023572658,0.024416812,0.024078902,0.023481219,0.018761897
1996-04-19,0.020511723,0.022114769,0.022384288,0.022563198,0.018623755
1996-04-22,0.020605279,0.021492545,0.018883859,0.022409752,0.018924129
1996-04-23,0.019360661,0.020518322,0.017409176,0.021016112,0.016646908
1996-04-24,0.019838683,0.020834087,0.018035061,0.020993188,0.016710459
1996-04-25,0.019129895,0.020229429,0.019303594,0.020778246,0.016622868
1996-04-26,0.019321033,0.020007886,0.019203953,0.020773701,0.018134066
1996-04-29,0.021063468,0.020493948,0.019425849,0.020766083,0.018253649
1996-04-30,0.021902594,0.021008779,0.019853564,0.020832351,0.018118623
1996-05-01,0.022541782,0.021210709,0.020227502,0.021144665,0.018148263
1996-05-02,0.027546148,0.02484687,0.022566287,0.023697022,0.022081349
1996-05-03,0.023875883,0.022428701,0.021206572,0.022716857,0.021815833
1996-05-06,0.024275424,0.022713386,0.022138038,0.023319069,0.022098614
1996-05-07,0.02504909,0.023359272,0.022932263,0.02374021,0.021759299
1996-05-08,0.022174343,0.021689874,0.021816637,0.023281632,0.021722262
1996-05-09,0.024036092,0.022470793,0.02232586,0.023377898,0.021921088
1996-05-10,0.020982727,0.020635376,0.021199483,0.02130859,0.019479131
1996-05-13,0.019778907,0.020267023,0.020238483,0.020160279,0.019113509
1996-05-14,0.019831885,0.019600897,0.019676797,0.019858977,0.01900744
1996-05-15,0.021621365,0.020635915,0.02049608,0.02027692,0.019261146
1996-05-16,0.022838882,0.021139849,0.020724545,0.020424767,0.019192066
1996-05-17,0.020579788,0.020409042,0.020331443,0.020147202,0.019180419
1996-05-20,0.023276657,0.021173676,0.015444231,0.020519352,0.019485318
1996-05-21,0.022719778,0.02241919,0.018697474,0.020878694,0.019700509
1996-05-22,0.021730059,0.021004705,0.015881148,0.018764461,0.016935623
1996-05-23,0.022800809,0.022230032,0.020672996,0.019613822,0.01753585
1996-05-24,0.02149519,0.021543504,0.020449767,0.019659283,0.017545637
1996-05-28,0.02519704,0.023442222,0.02227966,0.022166687,0.020080737
1996-05-29,0.025645798,0.024788687,0.023286379,0.022971482,0.020694048
1996-05-30,0.022305027,0.022702284,0.022195455,0.022246852,0.021078191
1996-05-31,0.023342162,0.022932472,0.022294579,0.022418747,0.020655266
1996-06-03,0.024976006,0.023212571,0.022842469,0.022525466,0.021062976
1996-06-04,0.023753841,0.02239336,0.02256038,0.022718017,0.021037513
1996-06-05,0.022720091,0.021953277,0.022042845,0.020798017,0.018498555
1996-06-06,0.024978046,0.023252392,0.023390859,0.022709738,0.021408075
1996-06-07,0.022727709,0.022275242,0.022736112,0.022358159,0.021094993
1996-06-10,0.024693608,0.022926401,0.023601778,0.02293602,0.021664137
1996-06-11,0.024573616,0.022903586,0.023546527,0.023949185,0.021574972
1996-06-12,0.025606735,0.023851055,0.02423327,0.024029065,0.021828103
1996-06-13,0.026302504,0.024125557,0.024476551,0.024468308,0.021907149
1996-06-14,0.026320566,0.024131628,0.025078378,0.024644318,0.021674169
1996-06-17,0.027538155,0.024034072,0.025278877,0.024710296,0.02218753
1996-06-18,0.027267228,0.024366657,0.025770902,0.02563803,0.022224555
1996-06-19,0.027195205,0.024293105,0.025971534,0.026016844,0.022239774
1996-06-20,0.02559722,0.023738516,0.025230826,0.025348468,0.022127106
1996-06-21,0.022019785,0.022318714,0.023599897,0.023965884,0.022037102
1996-06-24,0.022511032,0.023049369,0.023559205,0.024190212,0.022150531
1996-06-25,0.021092876,0.021854011,0.022985599,0.023501625,0.021475249
1996-06-26,0.020595474,0.020863657,0.022102712,0.022890384,0.02115129
1996-06-27,0.018068072,0.018890916,0.019474193,0.020417221,0.01991072
1996-06-28,0.016848683,0.017642987,0.018255702,0.019626776,0.019938242
1996-07-01,0.016779329,0.017255192,0.017629925,0.018832656,0.018326958
1996-07-02,0.018042121,0.018292874,0.018737812,0.019624977,0.020624025
1996-07-03,0.017818058,0.018689703,0.019396953,0.020375257,0.020690956
1996-07-05,0.022302789,0.022806089,0.023297966,0.022448801,0.020253121
1996-07-08,0.023063704,0.02342317,0.023590947,0.022875461,0.021145024
1996-07-09,0.021123831,0.022762524,0.02336264,0.022999926,0.021095281
1996-07-10,0.021274931,0.021612752,0.022008052,0.022334477,0.021057912
1996-07-11,0.027480814,0.025051809,0.024330981,0.02385877,0.023378753
1996-07-12,0.024293528,0.02420032,0.02405299,0.023728154,0.023259764
1996-07-15,0.036585383,0.031223405,0.029121225,0.026506163,0.023417092
1996-07-16,0.036039343,0.032888523,0.030893566,0.027853409,0.024234112
1996-07-17,0.033254369,0.030371462,0.029347034,0.027671096,0.024127725
1996-07-18,0.027368423,0.026068241,0.025744141,0.02494156,0.023856004
1996-07-19,0.026894077,0.026197164,0.02631971,0.025688104,0.023110151
1996-07-22,0.035935647,0.033310059,0.026090978,0.028482667,0.02373035
1996-07-23,0.040469427,0.036266705,0.02736288,0.028831429,0.024103793
1996-07-24,0.037827019,0.036241507,0.02847456,0.030124927,0.024271431
1996-07-25,0.032320193,0.032368064,0.026916725,0.029534922,0.024570802
1996-07-26,0.026901925,0.028555008,0.025208051,0.027418007,0.024384912
1996-07-29,0.036660248,0.033281534,0.027666107,0.029296251,0.024254304
1996-07-30,0.034719903,0.032181709,0.028750728,0.029206409,0.025270851
1996-07-31,0.032694968,0.030389407,0.027959138,0.028567028,0.024902364
1996-08-01,0.030157676,0.027726699,0.025784689,0.025942178,0.022940954
1996-08-02,0.023558019,0.023116587,0.02262437,0.024214151,0.022141994
1996-08-05,0.025720297,0.024264431,0.023836326,0.024397286,0.02203015
1996-08-06,0.024864127,0.023827528,0.023698874,0.024216077,0.022185271
1996-08-07,0.02340905,0.022672824,0.023125176,0.024043832,0.021915477
1996-08-08,0.022771787,0.022673278,0.02343517,0.02410957,0.02202322
1996-08-09,0.02226326,0.023017723,0.023631982,0.023615685,0.021649466
1996-08-12,0.022106187,0.021447922,0.022276081,0.023031588,0.021626153
1996-08-13,0.02395813,0.023359737,0.023933548,0.023638234,0.021814263
1996-08-14,0.022459517,0.022635223,0.023546322,0.023511542,0.021671561
1996-08-15,0.021091178,0.022675207,0.023572076,0.023524655,0.021732805
1996-08-16,0.019652332,0.020661627,0.022044452,0.022943084,0.021669225
1996-08-19,0.020086749,0.021391662,0.017337435,0.022857001,0.021561068
1996-08-20,0.018970078,0.020588865,0.016263276,0.022910533,0.021569455
1996-08-21,0.017690217,0.020334815,0.016531477,0.022645799,0.02149778
1996-08-22,0.01661802,0.017668347,0.017031432,0.021291934,0.021348665
1996-08-23,0.017739477,0.019518597,0.019092252,0.022554938,0.021395375
1996-08-26,0.021174685,0.021430057,0.020577876,0.023382009,0.021378704
1996-08-27,0.020137462,0.022329423,0.023457911,0.023275569,0.021808284
1996-08-28,0.020727307,0.022856938,0.02395537,0.023370502,0.021826067
1996-08-29,0.022897039,0.025016207,0.026005391,0.024645048,0.022507379
1996-08-30,0.025776948,0.02767423,0.027983522,0.025326667,0.022139862
1996-09-03,0.02926512,0.028134957,0.028404808,0.025698382,0.022717277
1996-09-04,0.029358416,0.028501645,0.028426085,0.026525631,0.022967575
1996-09-05,0.035125255,0.033106423,0.03194674,0.028067851,0.025874237
1996-09-06,0.025723685,0.026775853,0.027487972,0.025861988,0.022494926
1996-09-09,0.023831317,0.024156084,0.025736021,0.02481343,0.022830888
1996-09-10,0.023531804,0.024111589,0.025483218,0.024399316,0.022721795
1996-09-11,0.02267995,0.024031174,0.02500727,0.024260259,0.022860966
1996-09-12,0.02276269,0.023625072,0.025038037,0.024127186,0.023376982
1996-09-13,0.019813887,0.022512269,0.023746439,0.023089139,0.021573803
1996-09-16,0.022024316,0.022295053,0.023828136,0.023115194,0.021020075
1996-09-17,0.021907055,0.022849347,0.02437445,0.023599705,0.021676525
1996-09-18,0.022175271,0.024066042,0.025117098,0.023740704,0.02170675
1996-09-19,0.021904917,0.023337668,0.024989728,0.023720477,0.021861566
1996-09-20,0.020585769,0.022532374,0.023932296,0.02288026,0.021126197
1996-09-23,0.023881393,0.024009098,0.0251282,0.023397782,0.016682618
1996-09-24,0.023000788,0.024460977,0.025356903,0.024249739,0.01753264
1996-09-25,0.022867924,0.024237548,0.025065012,0.023833166,0.018026985
1996-09-26,0.022736316,0.023967331,0.025268208,0.024735122,0.017790394
1996-09-27,0.022305891,0.024095209,0.025029497,0.024171047,0.018199983
1996-09-30,0.024888727,0.025443849,0.025747109,0.024890815,0.018613539
1996-10-01,0.024724302,0.025280501,0.02579326,0.02491692,0.018903577
1996-10-02,0.023833915,0.024627389,0.02506046,0.023923946,0.019063158
1996-10-03,0.024348663,0.024984103,0.025219655,0.024197234,0.019102693
1996-10-04,0.018704936,0.021208315,0.021963998,0.021019022,0.017248123
1996-10-07,0.02002389,0.021804657,0.022041555,0.021129029,0.01727637
1996-10-08,0.021036803,0.022726417,0.022864447,0.021962976,0.017444061
1996-10-09,0.022458241,0.023901991,0.023993269,0.023446394,0.019291538
1996-10-10,0.023450571,0.024357992,0.024424391,0.024097262,0.019335701
1996-10-11,0.019569509,0.022079857,0.02223117,0.021653922,0.017587176
1996-10-14,0.019796412,0.022377291,0.022079909,0.021301612,0.017954151
1996-10-15,0.021834508,0.023144952,0.022690743,0.021864338,0.018061813
1996-10-16,0.021668419,0.022951043,0.022443093,0.021720044,0.017986984
1996-10-17,0.020611974,0.0228409,0.022366166,0.021653182,0.01807602
1996-10-18,0.019948625,0.02195206,0.021567149,0.021136019,0.018057488
1996-10-21,0.023028982,0.024325221,0.017092286,0.022023915,0.018656822
1996-10-22,0.023724089,0.024806911,0.020242531,0.022808502,0.020328079
1996-10-23,0.023242774,0.024329902,0.020128401,0.022906745,0.020380876
1996-10-24,0.025826876,0.025698547,0.021012755,0.024437302,0.020609669
1996-10-25,0.025320588,0.025567198,0.021688243,0.024642744,0.020874649
1996-10-28,0.02956086,0.027536057,0.024115893,0.026896208,0.023121513
1996-10-29,0.028446039,0.02675644,0.023671307,0.025522258,0.021614127
1996-10-30,0.029487429,0.02912171,0.028006065,0.02579015,0.021626564
1996-10-31,0.028534373,0.028128587,0.027397132,0.02561109,0.022275503
1996-11-01,0.02788825,0.02827411,0.027886639,0.025941613,0.022227894
1996-11-04,0.026691204,0.026126455,0.026239578,0.025208918,0.022178857
1996-11-05,0.026918529,0.024784023,0.02467544,0.025029556,0.022709967
1996-11-06,0.023318307,0.020572295,0.02106238,0.024324398,0.022033781
1996-11-07,0.024838077,0.022008724,0.021674794,0.023198488,0.020218701
1996-11-08,0.021187609,0.022225184,0.022029917,0.022204475,0.020633482
1996-11-11,0.020060429,0.022836825,0.022617657,0.022666007,0.020444409
1996-11-12,0.01963895,0.023497021,0.023448226,0.023138261,0.020690704
1996-11-13,0.018240972,0.021464246,0.022382563,0.022814088,0.02064988
1996-11-14,0.015979642,0.019361492,0.020953049,0.021901113,0.020979912
1996-11-15,0.018051385,0.020618796,0.02196925,0.022463627,0.021050564
1996-11-18,0.020427327,0.021725327,0.01786093,0.023089098,0.021217776
1996-11-19,0.020023835,0.020430544,0.016767379,0.021975943,0.021941686
1996-11-20,0.022435351,0.022431747,0.018531186,0.023311523,0.022046959
1996-11-21,0.02119943,0.022832148,0.022606391,0.023867692,0.02245022
1996-11-22,0.019777283,0.023629066,0.021179683,0.025516687,0.023671983
1996-11-25,0.023629863,0.024892926,0.022417425,0.024832812,0.021805712
1996-11-26,0.025854947,0.02890699,0.02950269,0.027748189,0.023688239
1996-11-27,0.025869956,0.028841581,0.029617145,0.027899608,0.023924002
1996-11-29,0.026607119,0.029409492,0.030316981,0.027895415,0.024345085
1996-12-02,0.028627956,0.03118933,0.031851249,0.028820557,0.024873767
1996-12-03,0.03181841,0.034280583,0.034026704,0.031371894,0.028383091
1996-12-04,0.02871753,0.031686322,0.032039827,0.031073316,0.027600085
1996-12-05,0.030413669,0.033279838,0.033421802,0.031196582,0.027592707
1996-12-06,0.032232229,0.034960551,0.035110807,0.032504987,0.027574477
1996-12-09,0.028859667,0.032010779,0.032353212,0.031208988,0.027452781
1996-12-10,0.028890305,0.031839241,0.031644342,0.030419959,0.027897866
1996-12-11,0.034481438,0.037292586,0.034826454,0.031090049,0.027609898
1996-12-12,0.03765883,0.040220321,0.037164514,0.033286933,0.028128535
1996-12-13,0.0393308,0.041260666,0.03817862,0.035058875,0.028370703
1996-12-16,0.041838394,0.044663652,0.04077202,0.037150308,0.032151148
1996-12-17,0.037088533,0.041672901,0.038820904,0.035547732,0.029602522
1996-12-18,0.032456713,0.034479465,0.034236397,0.033078498,0.028112365
1996-12-19,0.031007501,0.032888489,0.033224355,0.03098163,0.027322048
1996-12-20,0.031443865,0.031992778,0.032436757,0.03177653,0.028720268
1996-12-23,0.032621123,0.032385241,0.033054243,0.032027402,0.028442847
1996-12-24,0.030047336,0.030679866,0.031941308,0.029724569,0.026324897
1996-12-26,0.029869946,0.030064464,0.030594036,0.029407177,0.026089144
1996-12-27,0.032034322,0.031765243,0.03179735,0.029495607,0.025680101
1996-12-30,0.033245473,0.0323461,0.032260658,0.029889622,0.025904436
1996-12-31,0.038738133,0.037344656,0.035545279,0.032838014,0.02859405
1997-01-02,0.03685452,0.036688367,0.03624362,0.033426738,0.028588505
1997-01-03,0.032005071,0.032897342,0.033084926,0.031873549,0.027907909
1997-01-06,0.03366692,0.033733822,0.033289767,0.031334853,0.027365848
1997-01-07,0.031636536,0.031990759,0.031416156,0.029078091,0.025480687
1997-01-08,0.03366488,0.032971463,0.032689917,0.031190935,0.027435089
1997-01-09,0.035748562,0.034746381,0.033242201,0.029689619,0.025170921
1997-01-10,0.034325881,0.033701099,0.03256722,0.029891929,0.025094178
1997-01-13,0.0349877,0.034837277,0.033289998,0.029891221,0.025810804
1997-01-14,0.032756331,0.033448135,0.032230374,0.029424919,0.025240477
1997-01-15,0.03427298,0.033746184,0.032579318,0.030347284,0.026332174
1997-01-16,0.034324273,0.034511103,0.033179957,0.030688813,0.02693164
1997-01-17,0.03043063,0.032294775,0.031099993,0.028449882,0.024344312
1997-01-20,0.030272391,0.03104153,0.023469203,0.028057666,0.024158993
1997-01-21,0.02775385,0.029876111,0.022380371,0.02704692,0.023633269
1997-01-22,0.025540861,0.027962585,0.023171853,0.026501112,0.023417414
1997-01-23,0.030260322,0.030014169,0.024720278,0.027122422,0.024759504
1997-01-24,0.032312631,0.032324797,0.028431355,0.029400341,0.027148256
1997-01-27,0.036374039,0.033458029,0.029350901,0.030074198,0.027485172
1997-01-28,0.036395759,0.033793132,0.030985863,0.030992997,0.027812929
1997-01-29,0.035820214,0.033768517,0.030429749,0.030039334,0.027258855
1997-01-30,0.033790996,0.031746894,0.029047034,0.027972839,0.025290384
1997-01-31,0.031941265,0.031252297,0.029685732,0.029894386,0.025409592
1997-02-03,0.033758274,0.031857261,0.03108041,0.030398502,0.025484584
1997-02-04,0.033431113,0.031346552,0.031001083,0.03048536,0.025486897
1997-02-05,0.037174813,0.033640148,0.032864658,0.032360403,0.026682019
1997-02-06,0.035409945,0.033177669,0.032863569,0.031698137,0.026110145
1997-02-07,0.03262745,0.031738927,0.032268824,0.031353131,0.025693902
1997-02-10,0.036442771,0.032709733,0.033345457,0.031779625,0.025962104
1997-02-11,0.035484077,0.032706036,0.03344277,0.032011414,0.026078612
1997-02-12,0.033092816,0.030197954,0.031270688,0.030690831,0.026556083
1997-02-13,0.032046622,0.028893188,0.030021108,0.029325633,0.025625525
1997-02-14,0.032345189,0.029217216,0.031154933,0.03066406,0.026069638
1997-02-18,0.034524886,0.028945509,0.031299143,0.02998954,0.026544556
1997-02-19,0.038352257,0.031656717,0.033506835,0.031442598,0.027402469
1997-02-20,0.040747586,0.036914748,0.037152486,0.034563134,0.029013966
1997-02-21,0.03679033,0.035286979,0.036000183,0.034557407,0.028760651
1997-02-24,0.034409243,0.030840781,0.0271453,0.032791754,0.028135767
1997-02-25,0.033201076,0.032588416,0.033768145,0.032528758,0.02824032
1997-02-26,0.037894602,0.036570235,0.037070701,0.034662169,0.028629453
1997-02-27,0.040348376,0.039278714,0.040181076,0.035508573,0.031837641
1997-02-28,0.039273892,0.038719322,0.039275522,0.035695075,0.031958395
1997-03-03,0.038216941,0.03890754,0.039248517,0.035371084,0.031612091
1997-03-04,0.037719815,0.038486747,0.038396783,0.035607975,0.031695412
1997-03-05,0.033732939,0.03429627,0.035616221,0.034213337,0.030738978
1997-03-06,0.037385907,0.036188665,0.037282068,0.0347773,0.032235556
1997-03-07,0.033683698,0.034383887,0.03559446,0.034294452,0.030912959
1997-03-10,0.033249044,0.03225824,0.034376479,0.032966807,0.030723914
1997-03-11,0.033743237,0.032747481,0.03470837,0.0331443,0.03091021
1997-03-12,0.03507023,0.034849329,0.03659667,0.03472367,0.031673309
1997-03-13,0.038146239,0.038628033,0.039471581,0.036850438,0.033588293
1997-03-14,0.035384093,0.036976154,0.038126298,0.036361802,0.033837688
1997-03-17,0.039486968,0.037228328,0.039065338,0.035658426,0.033801057
1997-03-18,0.041425498,0.03891721,0.039810292,0.036166451,0.033498014
1997-03-19,0.042537257,0.040457655,0.040978901,0.036892072,0.033852241
1997-03-20,0.040552673,0.040021412,0.040039145,0.036848524,0.033586027
1997-03-21,0.035226279,0.035005539,0.03515632,0.033968538,0.033027759
1997-03-24,0.034817059,0.033987287,0.035388902,0.034277446,0.02520132
1997-03-25,0.033387043,0.033904688,0.034741201,0.033739593,0.032403218
1997-03-26,0.029725787,0.031094137,0.031727748,0.032475929,0.032164008
1997-03-27,0.036733833,0.035672674,0.035524005,0.033267496,0.033853483
1997-03-31,0.042435762,0.038993051,0.037576271,0.035517754,0.032339289
1997-04-01,0.038711037,0.037893604,0.036660113,0.034707781,0.032985188
1997-04-02,0.040843054,0.037774826,0.036141941,0.034088444,0.032762929
1997-04-03,0.039184735,0.036763195,0.035364491,0.033452105,0.029963956
1997-04-04,0.032469919,0.032405105,0.032277954,0.031943335,0.029425076
1997-04-07,0.029957121,0.030511288,0.030694302,0.030869466,0.029269993
1997-04-08,0.029783965,0.030850098,0.031083231,0.031250131,0.029711923
1997-04-09,0.030782641,0.031269347,0.031238719,0.031278773,0.029826743
1997-04-10,0.032112464,0.032284344,0.032217167,0.03221958,0.029784035
1997-04-11,0.035264135,0.034156347,0.03358289,0.033222441,0.031887884
1997-04-14,0.032483732,0.032841028,0.032523666,0.032171231,0.032275035
1997-04-15,0.030185415,0.030791988,0.030843774,0.030852863,0.029678865
1997-04-16,0.027915691,0.029015508,0.029500667,0.030213193,0.029957829
1997-04-17,0.030735553,0.03078208,0.030766149,0.030784672,0.030248706
1997-04-18,0.031082183,0.030806226,0.0305853,0.03073051,0.030295321
1997-04-21,0.034460975,0.033078587,0.023516944,0.031301989,0.030050067
1997-04-22,0.034514022,0.033434755,0.026442148,0.03153805,0.031381647
1997-04-23,0.036785702,0.034770353,0.027922385,0.033405855,0.03227596
1997-04-24,0.03697009,0.035317419,0.028231385,0.033406871,0.033182148
1997-04-25,0.038346569,0.03563214,0.030123272,0.03432555,0.032741525
1997-04-28,0.03895853,0.034615053,0.029683964,0.03358345,0.032814362
1997-04-29,0.034331128,0.03102052,0.027188659,0.033238428,0.031561739
1997-04-30,0.034278742,0.030412883,0.026852117,0.032168024,0.028675518
1997-05-01,0.033636372,0.029962468,0.027510331,0.032576069,0.031094287
1997-05-02,0.027398974,0.024598661,0.023111507,0.030198074,0.028209331
1997-05-05,0.034279422,0.02304672,0.02167529,0.031672164,0.027949512
1997-05-06,0.036967761,0.035018088,0.033908506,0.032988995,0.029250091
1997-05-07,0.03757276,0.035101171,0.034329901,0.034251176,0.031059027
1997-05-08,0.037751725,0.0357274,0.034769812,0.034313468,0.031145235
1997-05-09,0.035988529,0.035266982,0.034701146,0.034824721,0.031858408
1997-05-12,0.039105449,0.034515637,0.033777563,0.033456062,0.029245063
1997-05-13,0.042189859,0.035645676,0.035119813,0.034457726,0.029447925
1997-05-14,0.041825141,0.036638176,0.035977428,0.035357906,0.029920957
1997-05-15,0.03745448,0.033575981,0.033093608,0.033079897,0.030318934
1997-05-16,0.044900028,0.037076906,0.036624191,0.035241698,0.030304518
1997-05-19,0.042622147,0.037060083,0.02161854,0.035011946,0.030612694
1997-05-20,0.034172361,0.033112359,0.020989672,0.033498807,0.030495276
1997-05-21,0.033853262,0.032977922,0.021585895,0.033933907,0.030403388
1997-05-22,0.032253732,0.031603851,0.02210036,0.03345439,0.030147193
1997-05-23,0.029784175,0.028873425,0.021184255,0.03264231,0.02991496
1997-05-27,0.034084912,0.028363111,0.023725601,0.034175014,0.030024719
1997-05-28,0.033847966,0.033219707,0.033377446,0.03357912,0.030861086
1997-05-29,0.032673378,0.034775743,0.036448269,0.033802675,0.030564778
1997-05-30,0.033114394,0.033722021,0.034663169,0.033595348,0.030764459
1997-06-02,0.034592393,0.028043779,0.02925031,0.033938736,0.030724317
1997-06-03,0.035241088,0.028127672,0.029498684,0.033828057,0.030703412
1997-06-04,0.035846883,0.039505994,0.037794216,0.034236252,0.030837081
1997-06-05,0.036888306,0.039174849,0.037209789,0.034237569,0.030963473
1997-06-06,0.032384506,0.025929364,0.030162208,0.033082673,0.028382942
1997-06-09,0.033123605,0.032812792,0.033575881,0.03370362,0.028966236
1997-06-10,0.031838291,0.031946116,0.033393467,0.033984776,0.028773691
1997-06-11,0.032147329,0.024061699,0.031450448,0.034102458,0.028718328
1997-06-12,0.02953068,0.019683798,0.030205524,0.032991619,0.026454598
1997-06-13,0.032280915,0.033928573,0.03452676,0.035003683,0.027539022
1997-06-16,0.035093337,0.028459748,0.033903075,0.035817044,0.02780808
1997-06-17,0.037417773,0.033824725,0.033681181,0.035001178,0.027812912
1997-06-18,0.038428128,0.034137084,0.034570074,0.034967559,0.028017621
1997-06-19,0.036892145,0.032509362,0.03327132,0.035058817,0.027502442
1997-06-20,0.036728167,0.036724381,0.033367385,0.035459654,0.028122648
1997-06-23,0.043439786,0.042806441,0.036805536,0.035776239,0.029486934
1997-06-24,0.038838628,0.037110547,0.034278419,0.034863236,0.027502485
1997-06-25,0.041324207,0.039167893,0.035978365,0.036488083,0.031838052
1997-06-26,0.042505626,0.040400563,0.037527148,0.037340192,0.032316402
1997-06-27,0.040763323,0.039937799,0.037359644,0.037460926,0.032211215
