date,rankdate,LTG,cae,epspx,EPS,EPS_1,EPS_2,EPS_3,EPS_4,EPS_5,MV,return,totval,divisor,YEAR,QUARTER,lag_LTG,delta_LTG,forecast_error,e_cae,dp,pe,SVIX,term_spread,credit_spread,USEPUINDXM,INFCPI1YR,return_1,return_2,return_3,return_4,return_5,return_1_3,return_1_5,forecast_error_m1,forecast_error_m2,forecast_error_m3,forecast_error_m4,delta_LTG_1,delta_LTG_2,delta_LTG_3,delta_LTG_4,delta_LTG_5
1982-10-29,198210,0.125903905708454,0.0123582383345424,0.0146279756842364,0.0144235932218536,0.0133951851679044,0.016669080892462,0.0181091475080475,0.0202830448143846,0.0227496799930091,920028353.25,0.104687643590273,947740073,7088026871.58777,1982,4,,,-0.0771019301095688,0.168612925706945,-2.962297497,2.303584593,,0.157517171147479,0.195029249833371,,5.5,0.20144547835781892,0.21685653448433323,0.3504029790757718,0.6014129790940176,0.6329221311362714,0.7483184957639997,1.8882742577620397,,,,,-0.0006249882515807,-0.0049090192890635,-0.0076964230694289,-0.0026337261814581,0.0014094039226726
1982-11-30,198211,0.126941924461996,0.0124944869282047,0.0145655663246293,0.0143627369555452,0.0129826906697141,0.0164016698061753,0.0178100134404434,0.0199294678778417,0.0223346443854876,955948167.125,0.0354858169678849,983365521,7098062083.15288,1982,4,,,-0.0769875859009779,0.153372770949954,-3.001750346,2.367436065,,0.141279681236036,0.20238155986578,,5.5,0.183235435792649,0.16614307471236875,0.3779498350317766,0.587176947920263,0.5082237142321802,0.7068575303653537,1.7196211277659579,,,,,-0.0012038709585787,-0.0060614419795548,-0.0061798737173552,-0.0036364639602861,0.0009687406175468
1982-12-31,198212,0.12646118576254,0.0124382131903566,0.0147034837792375,0.0144645426999778,0.0128564859896451,0.0163651644172589,0.017775263158333,0.0198880822734694,0.0222885941467971,981989020.25,0.0150443413424073,1006322600,7155308589.30603,1982,4,0.134847761374666,-0.0083865756121263,-0.077785916873907,0.167311014712493,-3.009831198,2.400618833,,0.168003301630498,0.178368982478131,,5.5,0.15931770752319452,0.17322647255149812,0.40698083405201085,0.5434365249355442,0.5635087368908316,0.7176090362316454,1.74000106816254,-0.127626634336625,,,,-0.0017597250475743,-0.0060312475682358,-0.0053909982167529,-0.0038247836127245,0.0027839658507415
1983-01-31,198301,0.125674508832633,0.0124574607822261,0.0146045492469856,0.014360994171454,0.0129143676224242,0.0161212128317331,0.0174932972756405,0.0195583278248075,0.0219013364016674,1014984503.125,0.0325971366393709,1039979280,7157462353.75086,1983,1,0.137855580848258,-0.0121810720156249,-0.0713406771198004,0.159013369395864,-3.042823881,2.440606391,,0.193473373961175,0.167510690783098,,4.52,0.11746180948745549,0.21209860920450663,0.37674742942607103,0.6346194639995721,0.5705478507728996,0.6848605707520279,1.7988714362748128,-0.126173002084822,,,,-0.0031202541186502,-0.003084916166786,-0.0056137185219521,-0.0040113334827918,0.0002409256962336
1983-02-28,198302,0.126090653028456,0.0127315072953923,0.0126420976898162,0.0124951215897953,0.015108667006964,0.017853314547619,0.0193742282894767,0.0216649010433076,0.0242609404489802,1034177743.375,0.0188170264387146,1056784080,7137539375.92868,1983,1,0.135460844289983,-0.009370191261527,-0.063626608876093,-0.0070474791174977,-3.057607677,2.463853241,,0.183815209050738,0.149739872175482,,4.52,0.05901030093177642,0.2019286074330645,0.4269799354434149,0.6520606186480482,0.5926975160524677,0.6644735113473283,1.8150093090811534,-0.137940591105861,,,,-0.0016540309789519,-0.0060181883871008,-0.0041477553364538,-0.002379013705733,-0.000720550434097
1983-03-31,198303,0.126909140053929,0.0127411172100663,0.0127230256215068,0.0125211868499457,0.0153636974326905,0.0187312707001865,0.0203397244542275,0.0227580217129412,0.0254983847386859,1071220017.0,0.0325588522881395,1095174060,7159872254.1841,1983,1,0.13408754781679,-0.0071784077628612,-0.0634601376039442,-0.0014209464440373,-3.090042953,2.50389195,,0.150668010484774,0.148655153997991,,4.52,0.039859188074612015,0.1664403624186061,0.4458686050286728,0.6455494275705844,0.5262268117567189,0.6286810142544282,1.7124233497454953,-0.133110009198462,,,,-0.0052803285853735,-0.0047351603133047,-0.005230776558035,-0.0006719972793702,-0.0004156470213357
1983-04-29,198304,0.12681411250663,0.012750576951446,0.0127027314227752,0.0125088230119698,0.015186097381558,0.0187293060108303,0.0202433849762181,0.0226445166534238,0.0253656271648134,1150725025.25,0.0722476804208956,1176235190,7153844970.19827,1983,2,0.137453694349588,-0.0106395818429587,-0.0612842627343068,-0.0037594786752395,-3.125840959,2.536866389,,0.146805923833219,0.143795649991362,,4.72,-0.02693786330811479,0.0895878304531188,0.35937170581652494,0.5617855698123909,0.4633598467749226,0.404089508993305,1.3521547479437797,-0.130329668554343,,,,-0.0057769535264997,-0.0066207234984401,-0.0022974984174179,-0.0010857374930585,-0.0005081292226705
1983-05-31,198305,0.127008078510337,0.0127214733656748,0.0127901438069939,0.0124827560022319,0.0149485338318503,0.0185258413921276,0.0203481433633679,0.022760085902538,0.0254954171874584,1140944651.0,-0.012423280246991,1165217990,7175429459.94212,1983,2,0.134946293670883,-0.0079382151605458,-0.0585815010580091,0.0053834773941439,-3.165335058,2.57184858,,0.153829600999648,0.132985868635215,,4.72,-0.0757055945492534,0.1546519924853478,0.42080348819672175,0.5802248416503624,0.4789541549135626,0.47763759479961476,1.4571730216398835,-0.112282922034053,,,,-0.0057813234476238,-0.0061911496422208,-0.0027544622479071,-0.0006786876778677,-0.0018160651032602
1983-06-30,198306,0.127391051548445,0.0126440731288353,0.0132119302866634,0.0124906664162598,0.0149673307708106,0.0186445325010512,0.0204763607459158,0.0228950588802319,0.0256393992610815,1186468194.5,0.0346176775679714,1211352890,7205715840.81851,1983,2,0.13352020984624,-0.0061291582977955,-0.0662324625005846,0.0439316529825842,-3.17725415,2.581730834,,0.116171431762042,0.130011576713901,,4.72,-0.09300482656352028,0.1320952896479944,0.40019675862985277,0.5924091743612546,0.48668309481706795,0.41859350744317764,1.4165715612695182,-0.0984682946193298,,,,-0.004608272011097,-0.0077753974567984,-0.0030815772322735,0.0002785451312552,-0.0015005612548736
1983-07-29,198307,0.126419454954426,0.0126402801478947,0.0133982310970332,0.0124093386847377,0.0149454238108473,0.0187068857790042,0.0205375815802792,0.0229543448729759,0.0256999123789057,1152516284.875,-0.0335713626548504,1174219920,7223301673.22835,1983,3,0.132241952222579,-0.0058224972681535,-0.0678542323821125,0.058234138486629,-3.17725415,2.566486637,,0.10946970840796,0.0971789899165239,,4.54,-0.07602152199256809,0.1608073277475789,0.37329298598237176,0.673077539272246,0.5148284286144901,0.4379338943765875,1.5369844177970915,-0.0953545086523451,,,,-0.0036716505031867,-0.0082653889904113,-0.0022181451380423,-0.0007048263019551,-0.0008330677680767
1983-08-31,198308,0.126885387234509,0.0127920526996846,0.0135469546083949,0.0124459234587643,0.014918874902807,0.0190068834032998,0.0209447903430952,0.0234924033016459,0.0264014463779397,1164665724.375,0.0112553182319628,1187214840,7221501459.85402,1983,3,0.130698369156771,-0.0038129819222614,-0.0686306803775607,0.0573376746563215,-3.146555163,2.520112906,,0.118099541435256,0.0864783279364962,,4.54,0.013773323932173107,0.1374849417355536,0.43081028798061394,0.6961839275034188,0.46420827979387524,0.5598975028870168,1.6343023813253597,-0.0930940024011883,,,,-0.0038300562566109,-0.0092393990037381,-0.0024556084069266,0.0008421369539146,-0.0011800486858054
1983-09-30,198309,0.127428594215541,0.0127007688740954,0.0135093801486325,0.0123987895138649,0.014658223194732,0.018674447966819,0.0205219167183623,0.0229791367786596,0.0257767986186053,1185892927.5625,0.010106903596582,1208335440,7276060938.15861,1983,3,0.124848695671361,0.0025798985441795,-0.0688912611028979,0.0617217370899583,-3.172469452,2.531313023,,0.136847737861374,0.0911123609213136,,4.54,0.00018063040058710362,0.09203676471930439,0.33139264707135596,0.6616140696003507,0.4930617429707496,0.4068628318455347,1.4753230016109398,-0.077329045211955,,,,-0.0064344332748904,-0.0079238382988914,-0.0037219205273966,0.002827899947905,0.0001072491157754
1983-10-31,198310,0.125278917456873,0.0127088568632045,0.0136246697095171,0.0124055944957293,0.0147133538048648,0.0188114043681534,0.0206643358647974,0.0231252009813794,0.0259255060841919,1171574088.5625,-0.0152906322342687,1192555910,7291690064.20055,1983,4,0.125903905708454,-0.0006249882515807,-0.0664478121745169,0.0695829575480609,-3.172469452,2.516082267,,0.162416987502682,0.0941963872258458,,5.15,0.015411056126514316,0.14895750071795288,0.3999675007361987,0.4314766527784525,0.5339854951738221,0.5432746640393833,1.4341009255911081,-0.0771019301095688,,,,-0.0049090192890635,-0.0076964230694289,-0.0026337261814581,0.0014094039226726,0.0004094487960701
1983-11-30,198311,0.125738053503418,0.0128076405943102,0.0136328663139977,0.0123791366255239,0.0144690145498981,0.0187110411544462,0.020572476369443,0.0230264608128613,0.0258174567969046,1193691533.5,0.017275774402715,1214791050,7300426983.17308,1983,4,0.126941924461996,-0.0012038709585787,-0.0650695585072382,0.0624416038275903,-3.153556359,2.483238593,,0.162166754815495,0.0923022174468588,,5.15,-0.017092361080280283,0.1947143992391276,0.40394151212761403,0.3249882784395312,0.49763808765952505,0.559300764409189,1.3174403559998322,-0.0769875859009779,,,,-0.0060614419795548,-0.0061798737173552,-0.0036364639602861,0.0009687406175468,0.0005125677350415
1983-12-30,198312,0.124701460714966,0.012194579088327,0.0121264600090372,0.010962777817572,0.0131119764669518,0.0170910767704276,0.018754652578877,0.0209941251234833,0.0235421351138173,1179842448.875,-0.0088733869270472,1249077630,7573380403.80768,1983,4,0.12646118576254,-0.0017597250475743,-0.0363261163620444,-0.0056016732789476,-3.144232282,2.461296784,,0.157113644957916,0.0897258015104243,,5.15,0.013908765028303613,0.2476631265288163,0.3841188174123496,0.40419102936763707,0.5210922704250115,0.6231198770714463,1.4766780475052912,-0.077785916873907,-0.127626634336625,,,-0.0060312475682358,-0.0053909982167529,-0.0038247836127245,0.0027839658507415,-0.000566485321016
1984-01-31,198401,0.122554254713983,0.0121579609260947,0.0118631312221822,0.0109985082643729,0.0132586805236594,0.0172021670094903,0.0188854137134175,0.0211397870692815,0.0237042599147474,1168457652.125,-0.0092587613963681,1241600170,7598067254.14601,1984,1,0.125674508832633,-0.0031202541186502,-0.0074533979929548,-0.02454880139347,-3.151217176,2.444084655,,0.16448668915792,0.112303569891758,,4.81,0.0946367997170511,0.2592856199386155,0.5171576545121166,0.45308604128544405,0.5990509995011288,0.8423535012132943,1.8127956377511483,-0.0713406771198004,-0.126173002084822,,,-0.003084916166786,-0.0056137185219521,-0.0040113334827918,0.0002409256962336,0.0004614348861382
1984-02-29,198402,0.124436622049504,0.0129951124649637,0.0129036471329724,0.0125542696306337,0.0174689705813156,0.0213040230301784,0.023495192818516,0.0263684117585608,0.0296539462018427,1116035720.875,-0.0396344821169645,1137430700,7242013880.04584,1984,1,0.126090653028456,-0.0016540309789519,0.001975949942783,-0.0070633276405933,-3.090042953,2.35991016,,0.164906515192277,0.117783035656384,,4.81,0.1429183065012881,0.3679696345116385,0.5930503177162718,0.5336872151206913,0.6093142437262926,1.0694133501303853,2.1245327859770637,-0.063626608876093,-0.137940591105861,,,-0.0060181883871008,-0.0041477553364538,-0.002379013705733,-0.000720550434097,-0.0014954946027408
1984-03-30,198403,0.121628811468556,0.0130570495601503,0.0127998008339756,0.0126076054106104,0.0179435920344966,0.0214780685392332,0.0235574884998129,0.026294403615746,0.0294051148251679,1134382413.25,0.0134077394309751,1155048730,7256242806.88529,1984,1,0.126909140053929,-0.0052803285853735,0.0174726483775673,-0.0198985731365049,-3.087847562,2.333114298,,0.151313798492059,0.107029766075234,,4.81,0.1265811743439941,0.4060094169540608,0.6056902394959724,0.486367623682107,0.6164989438689445,1.1023434404057721,2.119815529011783,-0.0634601376039442,-0.133110009198462,,,-0.0047351603133047,-0.005230776558035,-0.0006719972793702,-0.0004156470213357,-0.0004419789795972
1984-04-30,198404,0.12103715898013,0.0130744549158498,0.0136627502150308,0.0134518925157159,0.018142652395767,0.021474071398608,0.0235488213058086,0.0262720535898616,0.0293652105182972,1139303356.0,0.0054506290381688,1160784230,7252634989.06592,1984,2,0.12681411250663,-0.0057769535264997,0.0038207413654342,0.0440128472897516,-3.083471188,2.314513664,,0.147312147127302,0.110732477659717,,5.3,0.1165256937612336,0.3863095691246398,0.5887234331205057,0.49029771008303735,0.6599240659206406,1.0568145731322005,2.117620257437293,-0.0612842627343068,-0.130329668554343,,,-0.0066207234984401,-0.0022974984174179,-0.0010857374930585,-0.0005081292226705,-0.0001854361165613
1984-05-31,198405,0.121226755062713,0.0130653064666575,0.0139371628932437,0.0135006972810721,0.0187113689282632,0.0219038504542862,0.0240154587550439,0.0267748173742828,0.0299018868655707,1074263048.0,-0.0611910114881296,1094470780,7269815875.12454,1984,2,0.127008078510337,-0.0057813234476238,0.0020257359112578,0.064598506125618,-3.07045582,2.288486169,,0.139836516371241,0.104305742712903,,5.3,0.2303575870346012,0.4965090827459752,0.6559304361996158,0.554659749462816,0.7556494219821274,1.3426055741929162,2.5509725871282884,-0.0585815010580091,-0.112282922034053,,,-0.0061911496422208,-0.0027544622479071,-0.0006786876778677,-0.0018160651032602,0.0016267825130752
1984-06-29,198406,0.122782779537348,0.0130546987604465,0.014275613419353,0.0135369359594721,0.0182804099180042,0.0213309438879492,0.0234019025340319,0.026119777510847,0.0292014765523102,1080697107.875,0.0173184455537045,1100459790,7184095769.68273,1984,2,0.127391051548445,-0.004608272011097,-0.0027705162344754,0.0894045989671781,-3.042823881,2.246014742,,0.115573090005581,0.104991443869175,,5.3,0.2251001162115147,0.4932015851933731,0.6854140009247749,0.5796879213805883,0.730374787239116,1.3622917863560442,2.570957650768955,-0.0662324625005846,-0.0984682946193298,,,-0.0077753974567984,-0.0030815772322735,0.0002785451312552,-0.0015005612548736,0.0006272576632393
1984-07-31,198407,0.122747804451239,0.013040609203056,0.0142432644076566,0.0135170816276062,0.018170195930831,0.021167441044984,0.0232287438603474,0.0259317597859606,0.0289970108834335,1070609529.5,-0.0165880580838982,1087618390,7219025554.22806,1984,3,0.126419454954426,-0.0036716505031867,-0.0007574190141143,0.0882158483895692,-3.026191481,2.225704049,,0.104861638121912,0.119765196860375,,4.95,0.236828849740147,0.4493145079749399,0.7490990612648141,0.5908499506070581,0.8316443198071992,1.3919798407904547,2.7035674182895155,-0.0678542323821125,-0.0953545086523451,,,-0.0082653889904113,-0.0022181451380423,-0.0007048263019551,-0.0008330677680767,0.0018421192112894
1984-08-31,198408,0.123055330977898,0.0132391571193124,0.0143750447448601,0.0135736675496283,0.0181239817057676,0.0209702507419981,0.02299320295644,0.0256605981640857,0.028684204112621,1181206952.0,0.101050164156704,1200703690,7203645848.33213,1984,3,0.126885387234509,-0.0038300562566109,-0.0014446776719074,0.0823148125654729,-3.107781777,2.302585093,,0.0733825459340238,0.128175193423998,,4.95,0.12371161780338052,0.41703696404844093,0.6824106035712457,0.4504349558617022,0.745991647067661,1.1835750092525035,2.285746815173521,-0.0686306803775607,-0.0930940024011883,,,-0.0092393990037381,-0.0024556084069266,0.0008421369539146,-0.0011800486858054,0.0011633785251957
1984-09-28,198409,0.12099416094065,0.0134762869127015,0.0146254938513155,0.0138197912952607,0.0181237609476169,0.0209779978444203,0.0244965760332678,0.0271954091161741,0.0303051605262991,1180328370.875,-0.003485789935004,1197100670,7207108187.83865,1984,3,0.127428594215541,-0.0064344332748904,-0.0027374309771997,0.0818345441987267,-3.11451581,2.305580602,,0.0780478935271032,0.1253025254896,,4.95,0.09185613431871732,0.3312120166707689,0.6614334391997637,0.49288111257016254,0.7429116126727956,1.0477700829129386,2.186785066468684,-0.0688912611028979,-0.077329045211955,,,-0.0079238382988914,-0.0037219205273966,0.002827899947905,0.0001072491157754,0.0007579637651212
1984-10-31,198410,0.12036989816781,0.0135769938407639,0.0146019456026385,0.0138394815197622,0.0179412674919368,0.0209134650144586,0.0245591312401127,0.0272503162474446,0.0303457832793034,1182488720.75,-6.02065083414871e-05,1193390380,7185203082.66603,1984,4,0.125278917456873,-0.0049090192890635,0.0091450353871299,0.0727780493247714,-3.098873032,2.296567021,,0.109389087302923,0.0986874689699779,,4.42,0.1335464445914386,0.3845564446096844,0.4160655966519382,0.5185744390473078,0.7174740708704493,0.9071145823059032,2.0469010639276513,-0.0664478121745169,-0.0771019301095688,,,-0.0076964230694289,-0.0026337261814581,0.0014094039226726,0.0004094487960701,0.0013441737097906
1984-11-30,198411,0.119676611523863,0.0137098279434729,0.0146846685677351,0.0139165701044006,0.0176818101719256,0.0206900536911697,0.0245001226866478,0.0271481404422871,0.0302218302822837,1163386095.25,-0.0152276428040796,1173894250,7176270020.78494,1984,4,0.125738053503418,-0.0060614419795548,0.0106545181624236,0.0686910511680088,-3.101092789,2.303584593,,0.163994418839211,0.0924211819062175,,4.42,0.21180676031940787,0.42103387320789426,0.3420806395198115,0.5147304487398053,0.7491077055991289,0.950328478999634,2.1154158319204517,-0.0650695585072382,-0.0769875859009779,,,-0.0061798737173552,-0.0036364639602861,0.0009687406175468,0.0005125677350415,0.0032199379264753
1984-12-31,198412,0.11867021314673,0.0137311708907404,0.0147796514827789,0.0139915228178415,0.0175448048553291,0.0205056852742253,0.0244217427227301,0.0271058108586381,0.0304481861640736,1187232378.0,0.0221277391815367,1197609540,7161023319.77996,1984,4,0.124701460714966,-0.0060312475682358,0.0126318038881618,0.0735828390386155,-3.083471188,2.291524146,,0.209112020509952,0.0995729840009068,,4.42,0.2337543615005127,0.370210052384046,0.39028226433933344,0.5071835053967079,0.7481706533972314,0.9686567693128907,2.125837372592086,-0.0363261163620444,-0.077785916873907,-0.127626634336625,,-0.0053909982167529,-0.0038247836127245,0.0027839658507415,-0.000566485321016,0.0029516012484157
1985-01-31,198501,0.119469338547197,0.0137091744750513,0.0148766611346462,0.0139849015989766,0.0173974507457155,0.0202398978704206,0.0242154664399288,0.0268879392510829,0.030213504195198,1274825355.625,0.0714692732923794,1285818410,7158149585.25859,1985,1,0.122554254713983,-0.003084916166786,0.0109487907352575,0.0817283396969817,-3.121295497,2.337952237,,0.232413094623653,0.0932007922510478,125.22474,4.12,0.1646488202215644,0.4225208547950655,0.358449241568393,0.5044141997840778,0.6054017025199858,0.9202674660564194,1.944464445852986,-0.0074533979929548,-0.0713406771198004,-0.126173002084822,,-0.0056137185219521,-0.0040113334827918,0.0002409256962336,0.0004614348861382,0.0036454763930109
1985-02-28,198502,0.118418433662403,0.0139602112615141,0.0161358034719685,0.0160851575699248,0.0189058112470959,0.0210080429085799,0.024126684271188,0.0273209047468494,0.0304699193587338,1286889151.375,0.0086470246672725,1297564690,7161348253.21486,1985,1,0.124436622049504,-0.0060181883871008,-0.0332298300704668,0.144829390535323,-3.167707538,2.396075436,,0.214277669908044,0.0868052551709053,99.02081,4.12,0.2250513280103504,0.4501320112149838,0.39076890861940317,0.46639593722500455,0.6052573842669124,1.038549931107338,2.027095669999892,0.001975949942783,-0.063626608876093,-0.137940591105861,,-0.0041477553364538,-0.002379013705733,-0.000720550434097,-0.0014954946027408,0.0050910093838607
1985-03-29,198503,0.116893651155251,0.014028788420635,0.0162942729153828,0.0162012274931419,0.0192534555828161,0.0215185942267393,0.0246692847536261,0.0277555404795931,0.0309631598393907,1278704020.25,-0.0029293927263189,1289551970,7138004926.38105,1985,1,0.121628811468556,-0.0047351603133047,-0.0379084115191909,0.149702157137115,-3.153556359,2.393339456,,0.184685224955035,0.0861484782603048,112.19051,4.12,0.2794282426100667,0.4791090651519784,0.3597864493381129,0.4899177695249505,0.6321523197275078,1.0916450566087994,2.1267307761168484,0.0174726483775673,-0.0634601376039442,-0.133110009198462,,-0.005230776558035,-0.0006719972793702,-0.0004156470213357,-0.0004419789795972,0.0052408751591812
1985-04-30,198504,0.11441643548169,0.0140483822893517,0.0162804335379092,0.0162028030443925,0.0188865666177108,0.0212214723722938,0.0242332049919503,0.0269477309702992,0.0302157071229759,1274445737.25,-0.0046048515445917,1285298480,7147297336.37324,1985,2,0.12103715898013,-0.0066207234984401,-0.0355584132122203,0.147456740709753,-3.155901026,2.415913778,,0.223581092340661,0.0995382022730262,102.81132,4.35,0.2697838753634062,0.47219773935927206,0.37377201632180374,0.5433983721594069,0.6095020029724301,1.0886100570427808,2.152973850693622,0.0038207413654342,-0.0612842627343068,-0.130329668554343,,-0.0022974984174179,-0.0010857374930585,-0.0005081292226705,-0.0001854361165613,0.0059568768550653
1985-05-31,198505,0.115035605420493,0.014046357983164,0.0163710087579548,0.0161961974562452,0.0185945542253773,0.0208875197279987,0.0241714763611938,0.0268975036741656,0.0301558164392045,1341691905.5,0.052640881785238,1353227680,7139159482.98602,1985,2,0.121226755062713,-0.0061911496422208,-0.0284107823061378,0.153148867942923,-3.17725415,2.45530618,,0.248815906368336,0.115124974474907,120.08272,4.35,0.266151495711374,0.42557284916501453,0.3243021624282148,0.5252918349475262,0.6448620326098929,0.9921198190788669,2.071862832868531,0.0020257359112578,-0.0585815010580091,-0.112282922034053,,-0.0027544622479071,-0.0006786876778677,-0.0018160651032602,0.0016267825130752,0.0063231897085254
